absolut,0.000759428801653,0.0006820937261,0.00235237923175,0
acceler,8.42873253777e-07,0.00457421199201,1.23744304668e-06,0
afford,0.000590854150898,9.73029566476e-07,0.00272361214575,0
age,0.00202373868232,0.00175242624922,1.23744304668e-06,0
ago,0.00227660065845,9.73029566476e-07,0.00235237923175,0
air,0.00236088798383,9.73029566476e-07,1.23744304668e-06,0
almost,0.00311947391223,9.73029566476e-07,1.23744304668e-06,0
along,0.00050656682552,0.00155782033593,1.23744304668e-06,0
although,0.00379377251525,0.00107130555269,1.23744304668e-06,0
alway,0.00413092181676,0.00253084990241,0.00792087294182,0
amaz,8.42873253777e-07,0.00369848538218,0.00321858936442,0
anyon,8.42873253777e-07,0.00194703216252,0.00470352102045,0
anyth,0.0013494400793,9.73029566476e-07,0.00705466280914,0
apart,0.00455235844365,9.73029566476e-07,0.00049621466172,0
around,0.00227660065845,0.00963396573768,1.23744304668e-06,0
audi,0.00109657810316,9.73029566476e-07,0.00272361214575,0
auto,0.00236088798383,0.000292881899509,1.23744304668e-06,0
automat,0.00396234716601,9.73029566476e-07,0.000743703271057,0
averag,0.00219231333307,0.00506072677524,1.23744304668e-06,0
away,0.00118086542854,0.00107130555269,1.23744304668e-06,0
awesom,0.00109657810316,0.00165512329258,1.23744304668e-06,0
basic,8.42873253777e-07,0.00253084990241,1.23744304668e-06,0
batteri,0.00202373868232,9.73029566476e-07,1.23744304668e-06,0
beat,8.42873253777e-07,0.000584790769452,0.00272361214575,0
beauti,8.42873253777e-07,0.000779396682748,0.00272361214575,0
belt,0.00202373868232,9.73029566476e-07,1.23744304668e-06,0
best,8.42873253777e-07,0.0049634238186,0.0469003289124,3
better,0.00269803728534,0.00369848538218,0.00829210585583,2
bhp,0.000590854150898,0.00155782033593,0.000248726052383,0
big,0.00126515275392,0.00350387946888,0.00111493618506,1
bigger,0.00118086542854,0.000876699639395,1.23744304668e-06,0
bit,0.00370948518987,0.00866093617121,0.00160991340374,0
bmw,0.000843716127031,9.73029566476e-07,0.00247612353641,0
boot,0.0013494400793,0.00895284504115,1.23744304668e-06,0
bore,8.42873253777e-07,0.00243354694576,0.00222863492708,-2
bought,0.00640667960196,9.73029566476e-07,0.00891082737917,0
box,0.00143372740468,0.00262815285905,1.23744304668e-06,0
brake,0.00792385145876,9.73029566476e-07,1.23744304668e-06,0
brand,0.00118086542854,9.73029566476e-07,0.00259986784108,0
break,0.00118086542854,9.73029566476e-07,0.000743703271057,0
brilliant,0.00219231333307,0.00457421199201,0.00618845267647,4
build,8.42873253777e-07,0.00564454451513,0.00532224254379,0
built,0.00185516403156,0.00399039425212,0.00346607797376,0
buy,0.00893529936329,9.73029566476e-07,0.019429093276,0
can,0.00657525425272,0.00895284504115,0.0106432476445,0
cannot,8.42873253777e-07,0.000390184856157,0.00284735645042,0
car,0.00345662321374,0.00486612086195,0.021285257846,0
care,0.00244517530921,9.73029566476e-07,1.23744304668e-06,2
carri,8.42873253777e-07,0.0027254558157,1.23744304668e-06,0
caus,0.00193945135694,9.73029566476e-07,1.23744304668e-06,0
certainli,0.00101229077779,9.73029566476e-07,0.00123868048973,0
chang,0.00876672471254,9.73029566476e-07,0.00792087294182,0
cheap,8.42873253777e-07,0.0088555420845,0.00185740201307,0
check,0.00219231333307,9.73029566476e-07,1.23744304668e-06,0
class,8.42873253777e-07,0.000974002596043,0.00247612353641,0
clock,0.00387805984063,9.73029566476e-07,0.00210489062241,0
clutch,0.00370948518987,9.73029566476e-07,1.23744304668e-06,0
come,0.00311947391223,9.73029566476e-07,0.00309484505976,0
comfi,8.42873253777e-07,0.00418500016542,1.23744304668e-06,0
comfort,8.42873253777e-07,0.0346408255961,0.00866333876983,2
compani,8.42873253777e-07,9.73029566476e-07,0.00259986784108,0
compar,0.00118086542854,9.73029566476e-07,0.00235237923175,0
condit,0.00295089926147,0.00126591146599,1.23744304668e-06,0
consid,0.00160230205543,9.73029566476e-07,0.00198114631774,0
consumpt,0.00118086542854,0.00379578833882,1.23744304668e-06,0
control,0.000759428801653,0.00262815285905,1.23744304668e-06,0
cost,0.00893529936329,0.00155782033593,1.23744304668e-06,0
coupl,0.00177087670619,9.73029566476e-07,1.23744304668e-06,0
cover,0.0021080260077,9.73029566476e-07,1.23744304668e-06,0
cruis,8.42873253777e-07,0.00389309129547,1.23744304668e-06,0
current,0.000843716127031,9.73029566476e-07,0.00210489062241,0
day,0.00236088798383,9.73029566476e-07,0.0037135665831,0
dealer,0.00539523169743,9.73029566476e-07,1.23744304668e-06,0
definit,0.000253704849387,0.000390184856157,0.00569347545779,0
design,0.00151801473005,0.000292881899509,0.000991191880394,0
despit,0.000759428801653,0.00184972920587,1.23744304668e-06,0
didn,0.00109657810316,9.73029566476e-07,0.00148616909907,0
diesel,0.00328804856299,0.00583915042842,0.00532224254379,0
differ,0.00126515275392,9.82759862141e-05,0.0017336577084,0
difficult,0.00109657810316,9.73029566476e-07,0.000867447575725,-1
disappoint,0.000928003452409,0.00126591146599,0.00247612353641,-2
distanc,0.000253704849387,0.00311466764229,1.23744304668e-06,0
doesn,0.00143372740468,0.00146051737928,1.23744304668e-06,0
dog,8.42873253777e-07,0.00223894103246,1.23744304668e-06,0
done,0.00741812750649,9.73029566476e-07,0.00247612353641,0
door,0.00446807111827,0.00155782033593,1.23744304668e-06,0
